URL,Texto,Título,Clases CSS,Rel,Encontrado en,Timestamp
https://colombina.com/co-es/product/brand/maxilatto,Maxilatto,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.580787
https://colombina.com/co-es/sostenibilidad,- Destacados,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.581353
https://colombina.com/co-es/product/brand/chocmelos,Chocmelos,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.580315
https://colombina.com/co-es/energia,Energía,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.581295
https://colombina.com/co-es/product/brand/xtime,Xtime,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582606
https://colombina.com/co-es/product/category/dulceria,Dulces,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.579892
https://colombina.com/co-es/product/brand/coffee-delight,Coffee Delight,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.580429
https://colombina.com/co-es/product/category/salsas-y-conservas,Ver productos,,view-product-btn,,https://colombina.com/co-es,2025-10-13T11:37:34.583150
https://colombina.com/co-es/product/brand/choco-disk,Choco Disk,,,,https://colombina.com/co-es,2025-10-13T11:37:34.581941
https://colombina.com/co-es/product/brand/twist,Twist,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.581140
https://colombina.com/co-es/product/brand/max,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584849
https://colombina.com/co-es/product/brand/bridge,Bridge,,,,https://colombina.com/co-es,2025-10-13T11:37:34.581842
https://colombina.com/co-es/product/brand/menta-helada,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584906
https://colombina.com/co-es/product/brand/bon-bon-bum,Bon Bon Bum,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.580149
https://colombina.com/co-es/product/brand/pirulito,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.585055
https://colombina.com/co-es/product/brand/chocmelos,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584541
https://colombina.com/co-es/product/brand/xtime,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.585263
https://colombina.com/co-es/product/brand/snow-mint,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584310
https://colombina.com/co-es/product/brand/snacky,Snacky,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582472
https://colombina.com/dxp/assets/css/newHome.css,,,,stylesheet,https://colombina.com/co-es,2025-10-13T11:37:34.579576
https://colombina.com/co-es/product/brand/quimbaya,Quimbaya,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.580986
https://colombina.com/co-es/product/category/temporada,Temporada,,,,https://colombina.com/co-es,2025-10-13T11:37:34.581765
https://colombina.com/co-es/sostenibilidad,Destacados,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582812
https://colombina.com/co-es/product/brand/ponky,Ponky,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582414
https://colombina.com/co-es/product/brand/la-constancia,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.583663
https://colombina.com/co-es/contactanos/lineas-de-atencion,Líneas de atención,,,,https://colombina.com/co-es,2025-10-13T11:37:34.586024
javascript:void(0),,,close-sign for-sprite-call cooki_cancel,,https://colombina.com/co-es,2025-10-13T11:37:34.583089
https://colombina.com/dxp/assets/css/owl.carousel.min.css,,,,stylesheet,https://colombina.com/co-es,2025-10-13T11:37:34.579424
https://colombina.com/co-es/product/brand/van-camps,Van Camp's,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582586
https://colombina.com/co-es/informacion-legal,Información Legal,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582753
https://colombina.com/co-es/product/brand/moments,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584093
https://colombina.com/co-es/product/brand/mordisquetas,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584114
https://colombina.com/co-es/product/brand/colombina,Colombina,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582020
https://colombina.com/co-es/product/brand/fun-mix,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584768
https://colombina.com/co-es/product/brand/snow-mint,Snow Mint,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.581063
https://colombina.com/co-es/product/brand/snacky,Snacky,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.581025
https://colombina.com/co-es/product/brand/muuu,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584999
https://colombina.com/co-es/product/brand/mordisquetas,Mordisquetas,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582318
https://colombina.com/co-es/product/brand/chupileta,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.583450
https://colombina.com/dxp/assets/css/bootstrap.css,,,,stylesheet,https://colombina.com/co-es,2025-10-13T11:37:34.579386
https://colombina.com/co-es/product/brand/max-coco,Max Coco,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582216
https://colombina.com/dxp/assets/images/favicon.png,,,,icon,https://colombina.com/co-es,2025-10-13T11:37:34.579260
https://colombina.com/co-es/sostenibilidad/estrategia,- Estrategia,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.581376
https://colombina.com/co-es/product/brand/millows,Millows,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582277
https://colombina.com/co-es/product/brand/piazza,Piazza,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582375
https://colombina.com/co-es/quienes-somos/plantas-de-produccion,Plantas de Producción,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.581276
https://colombina.com/co-es/product/brand/snake,Snake,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582491
https://colombina.com/co-es/sostenibilidad/resultados,Resultados,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582872
https://colombina.com/co-es/clientes,Clientes,,,,https://colombina.com/co-es,2025-10-13T11:37:34.583033
https://colombina.com/co-es/product/brand/menta-helada,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584014
https://colombina.com/co-es/product/category/enlatados-de-pescado,Enlatados de Pescado,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.579922
https://colombina.com/co-es/product/brand/fruly,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584730
https://colombina.com/co-es/product/brand/fruticas,Fruticas,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582098
https://colombina.com/co-es/product/brand/tentazione,Tentazione,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582548
https://colombina.com/co-es/product/brand/tipitin,Tipitin,,,,https://colombina.com/co-es,2025-10-13T11:37:34.582567
javascript:void(0),Artículos de Blog,,for-after-sprite position-relative viewSearchcontent,,https://colombina.com/co-es,2025-10-13T11:37:34.586318
https://colombina.com/co-es/product/brand/fruticas,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.583583
https://colombina.com/co-es/clientes,Clientes,,,,https://colombina.com/co-es,2025-10-13T11:37:34.579770
https://colombina.com/co-es/product/brand/brinky,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584484
https://colombina.com/co-es/product/brand/bridge,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.583318
https://colombina.com/co-es/product/brand/tipitin,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584367
https://colombina.com/co-es/product/brand/bridge,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584465
https://colombina.com/co-es/product/brand/splot,Splot,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.581082
https://colombina.com/co-es/product/brand/max-coco,Max Coco,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.580768
https://colombina.com/co-es/product/brand/fruticas,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584749
https://colombina.com/co-es/product/brand/mini-bum,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.584943
https://colombina.com/co-es/product/category/temporada,Temporada,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.580079
https://colombina.com/co-es/product/brand/quimbaya,,,position-absolute full-box-link,,https://colombina.com/co-es,2025-10-13T11:37:34.585092
https://colombina.com/co-es/product/category/salsas-y-conservas,Salsas y Aderezos,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.580023
https://colombina.com/co-es/sostenibilidad/reportes,- Reportes,,dropdown-item,,https://colombina.com/co-es,2025-10-13T11:37:34.581435
http://colombina.com/co-es/preguntas-frecuentes,Preguntas Frecuentes,,,,https://colombina.com/co-es,2025-10-13T11:37:34.586054
https://colombina.com/co-es/product/category/salsas-y-conservas,"Salsas y
                              Aderezos",,,,https://colombina.com/co-es,2025-10-13T11:37:34.581726
javascript:void(0),Productos,,tag-inside position-relative,,https://colombina.com/co-es,2025-10-13T11:37:34.586285
https://colombina.com/uploads/Sostenibilidad/IS_Colombina_2024-vr_web%20(6).pdf,Ver más,,btn-view-more,,https://colombina.com/co-es,2025-10-13T11:37:34.585286
